ingredient_a,ingredient_b,reason,notice_no,product_rows
haloperidol decanoate,vandetanib,QT간격 연장 위험 증가,20190131,2
carbamazepine,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,10
caffeine,tenofovir alafenamide,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
adefovir dipivoxil,tenofovir alafenamide hemimalate,신장청소율을 감소시켜 양쪽 약물 모두 혈장농도 상승,20110009,28
ethambutol,tamoxifen,Tamoxifen의 혈장농도를 낮춤,20250086,7
almotriptan,frovatriptan,추가적인 관상혈관 경련으로 고혈압 및 관상 동맥 협착의 위험성 증가,20110070,2
divalproex,doripenem,발프론산의 혈중농도를 감소시켜 간질발작 재발의 위험 증가,20150021,4
ethambutol,ibrutinib,Ibrutinib의 혈중 농도 감소,20250086,1
elvitegravir,ibrutinib,Ibrutinib의 혈중 농도 증가,20250086,1
brimonidine,selegiline,"교감신경흥분제의 작용 증강 또는 연장(고혈압, 빈맥 등)",20070068,8
ephedrine,norepinephrine,부정맥 또는 심정지,20100246,18
dabigatran etexilate,diphenylhydantoin,다비가트란의 혈중농도 감소,20180088,6
carbamazepine,ribociclib,강력한 CYP3A 유도제와의 병용투여는 Ribociclib의 혈장 노출을 감소시킬 수 있음,20250086,10
almotriptan,selegiline,"동맥 고혈압, 관상동맥 수축의 위험이 있음",20250086,1
ephedrine,epinephrine,부정맥 또는 심정지 유도,20080056,12
gilteritinib,pyrazinamide,Gilteritinib의 혈장 농도 감소,20250086,1
diphenylhydantoin,gilteritinib,Gilteritinib의 혈장 농도 감소,20250086,3
rifampicin,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,18
phenobarbital,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,3
blonanserin,elvitegravir,Blonanserin 혈중농도 증가,20190131,9
irbesartan,posaconazole,"근육병증, 횡문근융해 위험 증가 가능",20230083,8
methotrexate,sulfamethoxazole,신세뇨관에서 methotrexate 배설이 지연되어 methotrexate의 혈액학적 독성 증가,20200130,18
diphenylhydantoin,ibrutinib,Ibrutinib의 혈중 농도 감소,20250086,3
pethidine,ritonavir,Ritonavir와 병용 시 Pethidine의 독성이 나타날 위험이 있음,20250086,6
amantadine,perphenazine,amantadine의 효과 저해,20080056,4
diphenylhydantoin,doravirine,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,6
atazanavir,fexuprazan,위 내 pH 증가로 인한 Atazanavir의 생체이용률 감소,20250086,8
cabozantinib s-malate,st john's wort 80% methanol ext,Cabozantinib의 혈장 노출 감소,20250086,6
diphenylhydantoin,venetoclax,CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,20250086,9
amiodarone,sofosbuvir,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨,20170086,6
rifampicin,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,6
cobicistat,triazolam,"Triazolam 혈중농도 증가, 진정 또는 호흡 억제의 연장 또는 증가",20190131,4
bictegravir,lamivudine,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,6
iopromide,saxagliptin,기능적 신부전에 의해 유산 산성증 촉진,20200061,18
lurasidone,ritonavir,심장 부정맥과 같은 중대한 및/또는 생명을 위협하는 반응의 가능성,20250046,10
naproxen,rilpivirine,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20180088,11
nirmatrelvir,rifampicin,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,8
cabotegravir sodium micronized,rifampicin,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,6
epinephrine,perphenazine,혈압강하효과,20040002,12
amiodarone,nortriptyline,Torsade de pointes 위험 증가,20110110,4
glecaprevir,omega-3-acid ethyl esters90,횡문근융해증을 포함한 근육병증 위험 가능,20230083,7
dexketoprofen trometamol,methotrexate,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가,20110070,15
agalsidase α,amiodarone,Amiodarone은 세포내 알파-갈락토시다제 활성을 저해할 가능성 있음,20250086,2
ledipasvir,nebivolol,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,10
carbamazepine,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,10
5-fluorouracil,gimeracil,"해당 약물 병용 시 gimeracil에 의해 fluoropyrimidine 계열 약물의 대사가 감소하여 항암제의 독성이 증가, gimeracil/oteracil/tegafur 투여 중 및 종료 후 7일 간 해당 성분 투여 금기",20200130,12
anagliptin,iodixanol,기능적 신부전에 의해 유산 산성증 촉진,20200061,36
dronedarone,nortriptyline,Torsade de pointes 위험 증가,20110110,4
lurasidone,nirmatrelvir,심장 부정맥과 같은 중대한 및/또는 생명을 위협하는 반응의 가능성,20250046,5
caffeine,diluted nitroglycerin,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가",20170086,8
amitriptyline,pimozide,QT연장,20050017,5
gliclazide,iobitridol,기능성 신부전에 의한 유산산성증 촉진,20110188,8
cobicistat,fexuprazan,위 내 pH 증가로 인한 Atazanavir의 생체이용률 감소,20250086,8
epinephrine,haloperidol decanoate,혈압강하효과,20040002,6
glecaprevir,phenytoin,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,2
carbamazepine,cobicistat,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,10
palonosetron,rifampicin,Netupitant의 혈중농도 감소,20200130,6
metformin,pibrentasvir,횡문근융해증을 포함한 근육병증 위험 가능,20230083,9
caffeine,darunavir ethanolate,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20100278,2
lorlatinib,pimozide,Pimozide의 혈중농도가 감소될 수 있음,20240030,2
phenobarbital,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Phenobarbital 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,3
everolimus,ritonavir,Everolimus의 혈중농도를 증가시킬 수 있음,20250046,16
ledipasvir,metformin,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,6
brigatinib,st john's wort 80% methanol ext,Brigatinib의 혈장 농도를 감소시킬 수 있음,20250086,6
glecaprevir,rifampicin,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,6
acitretin,tetracycline,두개내압 증가,20070030,1
ritonavir,st john's wort 80% methanol ext,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 St. john’s wort 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,16
ritonavir,trastuzumab emtansine,이 약의 구성 성분인 DM1이 주로 CYP3A4에 의해 대사됨. 강한 CYP3A4억제제와 병용시 DM1 노출과 독성 증가 가능성,20160155,2
ritonavir,sildenafil,"시각 이상, 발기 시간 지연 및 실신을 포함한 Sildenafil 관련 이상반응의 가능성. 폐고혈압 치료에 사용 시 병용투여 금기, 발기부전에 사용 시 Sildenafil의 용량조절이 권장됨",20250046,184
cabotegravir,oxcarbazepine,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,7
pethidine,selegiline,"아편중추 흥분, 설사, 빈맥, 땀, 진전, 혼동, 혼수상태, 사망을 유발할 수 있는 세로토닌 증후군 보고 셀레길린-페티딘 병용 시 고도의 흥분,정신착란 등 보고",20070068,6
diluted nitroglycerin solution,micronized riociguat,혈압강하작용 증가,20170086,5
mizolastine,ziprasidone,QT 간격 연장,20110070,4
fimasartan,glecaprevir,횡문근융해증을 포함한 근육병증 위험 가능,20230083,6
adefovir dipivoxil,tenofovir disoproxil orotate,신장청소율을 감소시켜 양쪽 약물 모두 혈장농도 상승,20110009,7
micronized dolutegravir,st john's wort 80% methanol ext,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,20170086,2
nicorandil,sildenafil,혈관확장작용 증가로 저혈압 효과 상승,20070030,364
phenobarbital,rilpivirine,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,3
bedaquiline,ethambutol,Bedaquiline의 혈중농도와 치료효과 감소,20250086,1
propafenone,ritonavir,심장 부정맥의 가능성,20250046,5
domperidone,haloperidol decanoate,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",20150090,17
praziquantel,pyrazinamide,Praziquantel의 치료적 유효 혈중농도에 도달하지 못할 수 있음,20250086,1
ceritinib,rifampicin,Ceritinib의 혈장 농도 감소,20250086,8
fenoterol,norepinephrine,부정맥 또는 심정지,20100246,9
fexuprazan,rilpivirine micronized,위 내 pH 증가로 인한 Rilpivirine의 생체이용률 감소,20250086,8
carbamazepine,ledipasvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,10
ledipasvir,rifampicin,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,6
emtricitabine,ethambutol,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,1
amiodarone,voxilaprevir,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이 권장됨,20240030,2
apalutamide,irinotecan,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,19
fimasartan,ledipasvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,13
acitretin,doxycycline hyclate,두개내압 증가,20070030,2
ledipasvir,losartan,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,14
phenobarbital,rilpivirine micronized,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,3
colchicine,nirmatrelvir,신장 및/또는 간장애가 있는 환자에서 중대한 및/또는 생명을 위협하는 반응의 가능성,20250046,2
cabotegravir sodium micronized,oxcarbazepine,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,7
diphenylhydantoin,dronedarone,Dronedarone 노출량 감소,20250046,6
ixazomib,phenytoin,Ixazomib의 효과 감소,20250086,6
oxcarbazepine,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,7
alfuzosin,emtricitabine,Alfuzosin 혈중농도 증가,20190131,18
emtricitabine,finerenone,Finerenone 혈중농도의 현저한 증가가 예상됨,20240030,2
dexlansoprazole,rilpivirine,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20150021,2
venetoclax,voriconazole,Venetoclax의 혈장 농도 및 종양용해증후군 위험 증가 가능,20240030,6
palbociclib,phenytoin,팔보시클립의 혈장 농도 감소,20180088,18
ergotamine,zolmitriptan,"약리적 상가작용에 의해, 혈압 상승 및 맥각중독(에르고티즘)(말초혈관수축 증가)의 위험성을 증가",20090300,1
amantadine,dronedarone,QT 간격 연장,20110070,4
enzalutamide,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,7
primidone,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,1
emtricitabine,micronized dolutegravir,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,1
finerenone,phenobarbital,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨,20240030,6
isotretinoin,tretinoin,비타민A 과잉증,20080056,14
glecaprevir,nirmatrelvir,증가된 Glecaprevir 농도는 알라닌아미노전달효소(ALT) 상승을 유발할 수 있음,20250046,1
pimozide,voriconazole,"QT 연장, 심실성 빈맥, 심실세동 및 torsades de pointes 등 심독성위험 증가",20070030,2
alitretinoin,tretinoin,비타민A과다증,20250046,17
pethidine,safinamide,고혈압 또는 저혈압 위기가 동반되는 중추신경 흥분 또는 억제를 일으킬 수 있음,20250086,6
isoniazid,venetoclax,강력한 CYP3A 유도제인 Rifampicin과 병용 투여 시 Venetoclax의 Cmax 및 AUC∞는 각각 42% 및 71%까지 감소함,20250086,6
adefovir dipivoxil,tenofovir disoproxil asparate,신장청소율을 감소시켜 양쪽 약물 모두 혈장농도 상승,20110009,7
atazanavir,ibrutinib,Ibrutinib의 혈중 농도 증가,20250086,1
enzalutamide,lorlatinib,Lorlatinib의 혈중농도를 감소시킬 수 있음,20240030,14
carbamazepine,nirmatrelvir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Carbamazepine 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,10
atorvastatin strontium pentahydrate,posaconazole,횡문근융해를 비롯한 근육병증 발생가능성 증가,20190131,8
chlorpromazine,haloperidol decanoate,QT간격 연장 위험 증가,20190131,4
blonanserin,ritonavir,신경학적 또는 기타 독성의 빈도 및 강도가 증가,20100278,9
ibrutinib,rifampicin,Ibrutinib의 혈중 농도 감소,20250086,8
dabigatran etexilate,dronedarone,다비가트란의 혈중농도가 상승하여 출혈위험 증가,20150021,4
moxifloxacin,ribociclib,QT 간격 연장을 유발할 수 있음,20250086,11
sildenafil,tenofovir alafenamide,"Sildenafil 혈중농도 증가, 병용투여 할 경우에는 Sildenafil의 투여용량이 25mg을 초과하지 않도록 하며, 48시간 내 재투여 금지",20190131,91
rifampicin,voxilaprevir,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,20240030,6
atazanavir,magnesium hydroxide,아타자나비르의 혈중농도 감소,20230045,2
cobicistat,ibrutinib,Ibrutinib의 혈중 농도 증가,20250086,3
diphenylhydantoin,nirmatrelvir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Phenytoin 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,3
doravirine,st john's wort 80% methanol ext,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,4
rilpivirine,s-pantoprazole,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20150021,2
diphenylhydantoin,rilpivirine,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,3
nirmatrelvir,salmeterol xinafoate,"QT 연장, 심계항진, 동성빈맥(sinus tachycardia)을 포함하여 살메테롤과 관련된 심혈관 부작용의 위험을 증가시킬 수 있음",20250046,6
doravirine,phenytoin,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,4
isoniazid,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
linezolid,selegiline,"고혈압 위기의 위험 증가, 투여 중지 후 MAO억제제인 다른 약물을 투여하기까지 적어도 14일 이상 사이를 두어야 함",20220087,7
diphenylhydantoin,ixazomib,Ixazomib의 효과 감소,20250086,9
diphenylhydantoin,elvitegravir,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,3
cobicistat,rifampicin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,6
elvitegravir,phenytoin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
adefovir dipivoxil,bictegravir,양쪽 약물 모두 혈장농도 상승 가능,20220049,7
almotriptan,sumatriptan,"상가적인 혈관수축반응, 혈압상승",20100125,7
ibrutinib,ritonavir,Ibrutinib의 혈중 농도 증가. Ibrutinib의 노출 증가로 종양 용해 증후군의 위험을 포함한 독성 위험성 증가,20250086,1
palbociclib,ritonavir,팔보시클립의 혈장 농도 증가,20180088,9
cabotegravir,rifampicin,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,6
glecaprevir,st john's wort 80% methanol ext,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,2
ledipasvir,modafinil,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,2
elvitegravir,rifampicin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,6
rilpivirine micronized,tegoprazan,위장 pH의 증가로 rilpivirine의 흡수가 저하되어 rilpivirine의 치료효과 감소,20200130,6
cobicistat,magnesium hydroxide,아타자나비르의 혈중농도 감소,20230045,2
bedaquiline,rifampicin,Bedaquiline의 혈중농도와 치료효과 감소,20250086,8
amiodarone,amitriptyline,Torsade de pointes 위험 증가,20110110,10
hydroxyzine,pentamidine isethionate,심부정맥 위험 증가 가능,20180088,4
ritonavir,triazolam,"진정작용의 연장 또는 증가, 호흡 저하",20220087,8
ibrutinib,phenytoin,Ibrutinib의 혈중 농도 감소,20250086,2
imipramine,selegiline,"근독성, 간질, 세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",20070030,2
ribociclib,rifampicin,강력한 CYP3A 유도제(Rifampicin)와의 병용투여는 건강한 시험대상자에서 Ribociclib의 혈장 노출을 89%까지 감소시킴,20250086,8
apalutamide,nanoliposomal irinotecan,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,1
nanoliposomal irinotecan,rifampicin,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,8
rifampicin,rilpivirine,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,6
enzalutamide,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Enzalutamide 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,7
lamivudine,tenofovir disoproxil,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,4
cabotegravir,diphenylhydantoin,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,3
clomipramine,selegiline,"고혈압위기, 이상고열증, 근간대경련, 격월성 발작, 정신착란, 혼수 등",20100125,6
st john's wort 80% methanol ext,venetoclax,CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,20250086,6
cobicistat,phenytoin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
amiodarone,velpatasvir,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이 권장됨,20240030,4
diphenylhydantoin,rilpivirine micronized,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,3
isoniazid,nirmatrelvir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,2
fosaprepitant dimeglumine,pimozide,피모짓의 혈중농도 증가,20150021,1
brigatinib,rifabutin,Brigatinib의 혈장 농도를 감소시킬 수 있음,20250086,3
diphenylhydantoin,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,3
caffeine,elvitegravir,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
fimasartan,sofosbuvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,13
ibrutinib,st john's wort 80% methanol ext,Ibrutinib의 혈중 농도 감소,20250086,2
dronedarone,flecainide,QT 간격을 연장시키고 염전성 심실빈맥 발생 위험을 높일 수 있음,20250046,4
ivabradine,voriconazole,QTc 연장과 매우 드물게 torsade de pointes 가능,20240030,4
dabigatran etexilate,pyrazinamide,다비가트란의 혈중농도 감소,20180088,2
haloperidol decanoate,ziprasidone,QT간격 연장 위험 증가,20190131,4
pibrentasvir,rifampicin,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,6
blonanserin,tenofovir alafenamide,Blonanserin 혈중농도 증가,20190131,9
nortriptyline,selegiline,"근독성, 간질, 세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",20070030,2
cobicistat,dexlansoprazole,아타자나비르의 혈중농도 감소,20230045,2
tetracycline,tretinoin,두개내 고혈압,20080056,1
cobicistat,diphenylhydantoin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,3
lurasidone,voriconazole,Lurasidone의 노출을 증가시킬 수 있음,20250046,10
posaconazole,trastuzumab emtansine,이 약의 구성 성분인 DM1이 주로 CYP3A4에 의해 대사됨. 강한 CYP3A4억제제와 병용시 DM1 노출과 독성 증가 가능성,20160155,4
caffeine,nirmatrelvir,사지 및 중추신경계를 포함하는 기타 조직의 혈관 경련 및 허혈을 특징으로 하는 급성 맥각 독성의 잠재적인 가능성,20210113,1
amiodarone,imipramine,Torsade de pointes 위험 증가,20110110,4
amiodarone,pentamidine isethionate,심실부정맥(Torsade de pointes) 위험 증가,20040002,2
dolutegravir,emtricitabine,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,1
st john's wort 80% methanol ext,tenofovir alafenamide hemifumarate,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,2
ivabradine,nirmatrelvir,서맥 또는 전도장애의 가능성,20250046,2
caffeine,sumatriptan,혈압상승 및 맥각독성(말초혈관수축증가) 위험,20040002,7
amiodarone,mizolastine,"QT 연장, 심실성 부정맥",20090300,2
enzalutamide,lamivudine,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,7
safinamide,tapentadol,노르에피네프린 수치에 대한 잠재적 부가효과로 인해 심혈관계 부작용이 유발될 수 있음,20250086,4
diphenylhydantoin,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,3
entrectinib,isoniazid,Entrectinib의 전신 노출 감소,20250086,4
chlorthalidone,lithium,리튬 독성 증가,20100246,8
dronedarone,rifampicin,Dronedarone 노출량 감소,20250046,12
amitriptyline,selegiline,"이상고열, 전신경련, 발한, 불온, 혼수 등",20040002,5
ergotamine,letermovir,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20200130,4
cabozantinib s-malate,phenytoin,Cabozantinib의 혈장 노출 감소,20250086,6
fosphenytoin,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,2
candesartan cilexetil,posaconazole,"근육병증, 횡문근융해 위험 증가 가능",20230083,10
bosentan,nirmatrelvir,"Bosentan의 혈중농도를 증가시키고, Nirmatrelvir+Ritonavir의 혈중농도를 감소시킬 수 있음. 이 약의 투여 시작으로부터 최소 36시간 전에 Bosentan의 사용을 중단할 것",20250046,3
nirmatrelvir,tolvaptan sd powder,"탈수, 저혈량증 및 고칼륨혈증의 가능성",20250046,2
ergotamine,frovatriptan,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",20110070,2
ethambutol,praziquantel,Praziquantel의 치료적 유효 혈중농도에 도달하지 못할 수 있음,20250086,1
diphenylhydantoin,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,3
pyrazinamide,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,1
micronized riociguat,sildenafil,Guanylate cyclase 자극제의 혈압강하작용 증가,20170086,455
burosumab,sodium alendronate,고인산혈증 발생 가능,20250086,3
phenytoin,venetoclax,CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,20250086,6
acitretin,tretinoin,비타민A과다증,20250046,1
thrombin,tranexamic acid,혈전형성,20100278,84
lamivudine,tenofovir alafenamide,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,4
darunavir ethanolate,pimozide,QT연장 및 심실성부정맥 유발 가능,20170086,3
cobicistat,esomeprazole strontium tetrahydrate,아타자나비르의 혈중농도 감소,20230045,3
cabotegravir,phenytoin,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,2
dronedarone,pimozide,QT 간격 연장,20110070,2
letermovir,methylergonovine,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20200130,4
apalutamide,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Apalutamide 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,1
oxcarbazepine,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,7
isoniazid,tenofovir alafenamide hemifumarate,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,2
anastrozole,estrogen,anastrozole의 약리작용 감소,20080056,8
finerenone,ritonavir,"고칼륨혈증, 저혈압 및 저나트륨혈증을 포함하는 중대한 이상반응의 가능성",20250046,4
doravirine,ethambutol,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
fedratinib dihydrochloride,rifampicin,Fedratinib의 혈중농도를 감소시킬 수 있음,20240030,6
nanoliposomal irinotecan,phenobarbital,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,3
dronedarone,voriconazole,Dronedarone 노출량 증가,20250046,4
clopidogrel camsylate,ritonavir,Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,20250046,1
